issuerName,issuerTradingSymbol:ID(Company),form,sector,marketCap:double,:LABEL
Bank of New York Mellon CORP,BK,Form 4,Finance,50071899691.92,Company
MICROVISION INC,MVIS,Form 4,Capital Goods,93119760.0,Company
"Q2 Holdings, Inc.",QTWO,Form 4,Technology,2973995213.68,Company
"HTG MOLECULAR DIAGNOSTICS, INC",HTGM,Form 4,Capital Goods,65507767.48,Company
PETMED EXPRESS INC,PETS,Form 4,Health Care,443662344.66,Company
LEATHER FACTORY INC,TLF,Form 4,unknown,,Company
LENNOX INTERNATIONAL INC,LII,Form 4,Capital Goods,9897825776.48,Company
Anchor Bancorp,ANCB,Form 4,unknown,,Company
LUBYS INC,LUB,Form 4,Consumer Services,44049074.24,Company
GETTY REALTY CORP /MD/,GTY,Form 4,Finance,1331033434.78,Company
UNIVERSAL INSURANCE HOLDINGS INC,UVIH,Form 4,unknown,,Company
HERITAGE FINANCIAL CORP /WA/,HFWA,Form 4,Finance,1158386885.37,Company
NAPCO SECURITY SYSTEMS INC,NSSC,Form 4,Consumer Durables,383622564.64,Company
LINCOLN ELECTRIC HOLDINGS INC,LECO,Form 4,Technology,5386018445.82,Company
"Invuity, Inc.",IVTY,Form 4,unknown,,Company
GLADSTONE COMMERCIAL CORP,GOOD,Form 4,Consumer Services,629092667.4,Company
SYNOVUS FINANCIAL CORP,SNV,Form 4,Finance,6190769247.1,Company
GOLDMAN SACHS MLP & ENERGY RENAISSANCE FUND,GER,Form 4,unknown,,Company
INTUITIVE SURGICAL INC,ISRG,Form 4,Health Care,64274731994.64,Company
Goldman Sachs MLP Income Opportunities Fund,GMZ,Form 4,unknown,,Company
3M CO,MMM,Form 4,Health Care,118994828000.0,Company
Virginia National Bankshares Corp,VABK,Form 4,unknown,,Company
HOME BANCSHARES INC,HOMB,Form 4,Finance,3200173970.84,Company
"Rocky Mountain High Brands, Inc.",RMHB,Form 4,unknown,,Company
3D SYSTEMS CORP,TDSC,Form 4,unknown,,Company
REAVES UTILITY INCOME FUND,UTG,Form 4,unknown,,Company
GENERAL COMMUNICATION INC,GNCMA,Form 4,unknown,,Company
"Lake Shore Bancorp, Inc.",LSBK,Form 4,Finance,96318704.0,Company
Phillips 66,PSX,Form 4,Energy,44617875572.96,Company
SUNPOWER CORP,SPWR,Form 4,Technology,923234483.55,Company
ITRON INC /WA/,ITRI,Form 4,Capital Goods,1995347903.22,Company
DXP ENTERPRISES INC,DXPE,Form 4,Capital Goods,697464531.54,Company
EXXON MOBIL CORP,XOM,Form 4,Energy,341790904206.01,Company
AEROPOSTALE INC,ARO,Form 4,unknown,,Company
GENERAL AMERICAN INVESTORS CO INC,GAMPR,Form 4,unknown,,Company
AUTOMATIC DATA PROCESSING INC,ADP,Form 4,Technology,66581636623.04,Company
"Globalstar, Inc.",GSAT,Form 4,Consumer Services,621058920.9792,Company
"Mediavest, Inc.",MVSI.OB,Form 4,unknown,,Company
HEWLETT PACKARD CO,HPQ,Form 4,Technology,30071970670.59,Company
"Great American Group, Inc.",GAMR,Form 4,unknown,,Company
TORCHMARK CORP,TMK,Form 4,Finance,9101108680.32,Company
STERLING GROUP VENTURES INC,SGGV,Form 4,unknown,,Company
KNOT INC,KNOT,Form 4,unknown,,Company
Transocean Partners LLC,RIGP,Form 4,unknown,,Company
DIGITAL POWER CORP,DPW,Form 4,Capital Goods,9287942.444,Company
UR-ENERGY INC,URG,Form 4,Basic Industries,116123275.981,Company
FIFTH THIRD BANCORP,FITB,Form 4,Finance,18148228589.66,Company
Information Services Group Inc.,III,Form 4,Consumer Services,194301601.7,Company
PHOENIX GROUP CORP,PXGP.PK,Form 4,unknown,,Company
CHARLES RIVER LABORATORIES INTERNATIONAL INC,CRL,Form 4,Health Care,6824506967.73,Company
ALASKA COMMUNICATIONS SYSTEMS GROUP INC,ALSK,Form 4,Public Utilities,96265715.18,Company
"IsoRay, Inc.",CPPC.PK,Form 4,unknown,,Company
KOPIN CORP,KOPN,Form 4,Technology,127175093.32,Company
ALEXION PHARMACEUTICALS INC,ALXN,Form 4,Health Care,30327029695.51,Company
DUN & BRADSTREET CORP/NW,DNB,Form 4,unknown,,Company
LIBBEY INC,LBY,Form 4,Capital Goods,74671449.0,Company
INTERNATIONAL PAPER CO /NEW/,IP,Form 4,Basic Industries,18935170789.89,Company
ENGEX INC,EGX,Form 4,unknown,,Company
ALLIED WORLD ASSURANCE CO HOLDINGS LTD,AWH,Form 4,unknown,,Company
ENSCO INTERNATIONAL INC,ESV,Form 4,Energy,1877180465.16,Company
CENTEX CONSTRUCTION PRODUCTS INC,CXP,Form 4,Consumer Services,2586546986.45,Company
Owens Corning,OC,Form 4,Capital Goods,5181991004.58,Company
FBL FINANCIAL GROUP INC,FFG,Form 4,Finance,1718268098.0,Company
"Enumeral Biomedical Holdings, Inc.",ENUM,Form 4,unknown,,Company
UNITRIN INC,UTR,Form 4,unknown,,Company
Independent Bank Group Inc,IBTX,Form 4,Finance,2462920400.03,Company
MERIT MEDICAL SYSTEMS INC,MMSI,Form 4,Health Care,3317229290.7,Company
SCANSOURCE INC,SCSC,Form 4,Technology,972833644.7,Company
BALLANTYNE OF OMAHA INC,BTNE,Form 4,unknown,,Company
Paragon Commercial CORP,PBNC,Form 4,unknown,,Company
LEAR CORP /DE/,LEA,Form 4,Capital Goods,9033478045.5,Company
Xenon Pharmaceuticals Inc.,XENE,Form 4,Health Care,238714235.82,Company
ARAMARK Holdings Corp,ARMK,Form 4,Consumer Services,7393835909.98,Company
PPG INDUSTRIES INC,PPG,Form 4,Basic Industries,26285202928.98,Company
GLADSTONE CAPITAL CORP,GLAD,Form 4,unknown,,Company
"Jernigan Capital, Inc.",JCAP,Form 4,Consumer Services,439318702.0,Company
MERCANTILE BANK CORP,MBWM,Form 4,Finance,554685320.35,Company
FIRST COMMUNITY BANCORP /CA/,FCBP,Form 4,Finance,260553364.28,Company
SPACEHAB INC \WA\,SPAB,Form 4,unknown,,Company
NORFOLK SOUTHERN CORP,NSC,Form 4,Transportation,48085793061.54,Company
AMERICAS CARMART INC,CRMT,Form 4,Consumer Durables,553251675.88,Company
TRANSCONTINENTAL REALTY INVESTORS INC,TCI,Form 4,Consumer Services,318198495.5,Company
OIL DRI CORPORATION OF AMERICA,ODC,Form 4,Consumer Durables,215664263.5,Company
"CHUY'S HOLDINGS, INC.",CHUY,Form 4,Consumer Services,371721811.47,Company
COLONY BANKCORP INC,CBAN,Form 4,Finance,147785890.0,Company
CULP INC,CFI,Form 4,unknown,,Company
ATWOOD OCEANICS INC,ATW,Form 4,unknown,,Company
READING INTERNATIONAL INC,RDI.A,Form 4,unknown,,Company
SOUTHWESTERN ENERGY CO,SWN,Form 4,Energy,2419697239.71,Company
"Randolph Bancorp, Inc.",RNDB,Form 4,Finance,90662956.37,Company
"Delek US Holdings, Inc.",DK,Form 4,Energy,2759091213.69,Company
SUN BANCORP INC /NJ/,SNBC,Form 4,unknown,,Company
"Ameresco, Inc.",AMRC,Form 4,Basic Industries,751051462.38,Company
SONIC CORP,SONC,Form 4,unknown,,Company
"Armstrong Flooring, Inc.",AFI,Form 4,unknown,,Company
Mercator Partners Acquisition Corp.,MPAQA,Form 4,unknown,,Company
DiamondRock Hospitality Co,"""DRH""",Form 4,unknown,,Company
CHOICE HOTELS INTERNATIONAL INC /DE,CHH,Form 4,Consumer Services,4361012726.52,Company
BIOSPECIFICS TECHNOLOGIES CORP,BSTC,Form 4,Health Care,492875573.08,Company
"Bloomin' Brands, Inc.",BLMN,Form 4,Consumer Services,1844440941.36,Company
Uni-Pixel,UNXL,Form 4,unknown,,Company
MICROSEMI CORP,MSCC,Form 4,unknown,,Company
"HOME BANCORP, INC.",HBCP,Form 4,Finance,331994502.8,Company
ADVOCAT INC,AVCA,Form 4,unknown,,Company
GILDER ENTERPRISES INC,GDRE,Form 4,unknown,,Company
PARKER DRILLING CO /DE/,PKD,Form 4,unknown,,Company
ROTO-ROOTER INC,RRR,Form 4,Consumer Services,3063738066.98,Company
AerCap Holdings N.V.,AER,Form 4,Technology,6146424525.12,Company
Investar Holding Corp,ISTR,Form 4,Finance,239804791.2,Company
AMERICAN VANGUARD CORP,AVD,Form 4,Basic Industries,575170589.7,Company
CANTEL MEDICAL CORP,CMN,Form 4,unknown,,Company
SIERRA BANCORP,BSRR,Form 4,Finance,392609803.6,Company
"VMWARE, INC.",VMW,Form 4,Technology,72614412000.0,Company
AVID TECHNOLOGY INC,AVID,Form 4,Technology,192522185.4,Company
LANDEC CORP \CA\,LNDC,Form 4,unknown,,Company
MIDDLEBY CORP,MIDD,Form 4,Technology,7123916266.74,Company
GOODRICH PETROLEUM CORP,GDP,Form 4,Energy,154321738.6,Company
WEYERHAEUSER CO,WY,Form 4,Consumer Services,19469345920.0,Company
TEMPLETON GLOBAL INCOME FUND,GIM,Form 4,unknown,,Company
"1347 Property Insurance Holdings, Inc.",PIH,Form 4,Finance,34756105.6,Company
TEMPLETON EMERGING MARKETS INCOME FUND,TEI,Form 4,unknown,,Company
UNITED COMMUNITY FINANCIAL CORP,UCFC,Form 4,Finance,471145911.25,Company
TEMPLETON EMERGING MARKETS FUND,EMF,Form 4,unknown,,Company
"Endurance International Group Holdings, Inc.",EIGI,Form 4,Technology,1041022409.46,Company
FRANKLIN UNIVERSAL TRUST,FT,Form 4,unknown,,Company
"Ascena Retail Group, Inc.",ASNA,Form 4,Consumer Services,392899942.43,Company
SUN HYDRAULICS CORP,SNHY,Form 4,Capital Goods,1509055221.96,Company
MERCURY GENERAL CORP,MCY,Form 4,Finance,2788033079.26,Company
"FreightCar America, Inc.",RAIL,Form 4,Capital Goods,91237676.36,Company
VALIDUS HOLDINGS LTD,VR,Form 4,unknown,,Company
BioPharmX Corp,BPMX,Form 4,Health Care,21643315.6032,Company
"QUALYS, INC.",QLYS,Form 4,Technology,3301856284.54,Company
STANDARD PARKING CORP,STAN,Form 4,unknown,,Company
PERRY ELLIS INTERNATIONAL INC,PERY,Form 4,unknown,,Company
AVERY DENNISON CORPORATION,AVY,Form 4,Consumer Durables,9234496183.99,Company
LOUISIANA PACIFIC CORP,LPX,Form 4,Basic Industries,3318487013.37,Company
CIBER INC,CBR,Form 4,unknown,,Company
ChromaDex Corp.,CDXC,Form 4,Consumer Durables,216720775.04,Company
UNITED STATES STEEL CORP,X,Form 4,Basic Industries,3526813724.08,Company
ACCELERIZE NEW MEDIA INC,ACLZ.OB,Form 4,unknown,,Company
MID AMERICA APARTMENT COMMUNITIES INC,MAA,Form 4,Consumer Services,12238441016.4,Company
PARKER HANNIFIN CORP,PH,Form 4,Capital Goods,22327166619.45,Company
UNION PACIFIC CORP,UNP,Form 4,Transportation,118629791208.21,Company
U S PHYSICAL THERAPY INC /NV,USPH,Form 4,Health Care,1412672319.52,Company
AGILENT TECHNOLOGIES INC,A,Form 4,Capital Goods,25442546582.97,Company
"Commerce Union Bancshares, Inc.",CUBN,Form 4,unknown,,Company
"Epizyme, Inc.",EPZM,Form 4,Health Care,1018900024.78,Company
MUELLER INDUSTRIES INC,MLI,Form 4,Capital Goods,1816507030.72,Company
TEMPLETON DRAGON FUND INC,TDF,Form 4,unknown,,Company
FRANKLIN TEMPLETON LTD DURATION INCOME TRUST,FTF,Form 4,unknown,,Company
CORRECTIONS CORP OF AMERICA,CXW,Form 4,Consumer Services,2282044810.71,Company
BUCKLE INC,BKE,Form 4,Consumer Services,921537930.0,Company
THUNDER MOUNTAIN GOLD INC,THMG,Form 4,unknown,,Company
SYMANTEC CORP,SYMC,Form 4,Technology,14670032972.85,Company
"Oculus Innovative Sciences, Inc.",OCLS,Form 4,unknown,,Company
AMBASE CORP,ABCP,Form 4,unknown,,Company
CENTRAL PACIFIC FINANCIAL CORP,CPF,Form 4,Finance,827031995.88,Company
INPHI Corp,IPHI,Form 4,Technology,1952166393.88,Company
FIRST FINANCIAL BANKSHARES INC,FFIN,Form 4,Finance,4121899876.92,Company
"PARKE BANCORP, INC.",PKBK,Form 4,Finance,219063905.06,Company
GP Investments Acquisition Corp.,GPIA,Form 4,unknown,,Company
Citi Trends Inc,CTRN,Form 4,Consumer Services,257176000.0,Company
"CARROLS RESTAURANT GROUP, INC.",TAST,Form 4,Consumer Services,374479194.76,Company
HUNT J B TRANSPORT SERVICES INC,JBHT,Form 4,Transportation,11463243030.96,Company
"Bellerophon Therapeutics, Inc.",BLPH,Form 4,Health Care,39373939.132,Company
"China Biologic Products, Inc.",CBPO,Form 4,Health Care,3404386167.84,Company
QUEPASA CORP,QPSA,Form 4,unknown,,Company
ABAXIS INC,ABAX,Form 4,unknown,,Company
Levy Acquisition Corp,LEVY,Form 4,unknown,,Company
ALLIED MOTION TECHNOLOGIES INC,AMOT,Form 4,Capital Goods,394880837.94,Company
MACERICH CO,MAC,Form 4,Consumer Services,6133458180.85,Company
VEEVA SYSTEMS INC,VEEV,Form 4,Technology,17639603314.0,Company
DALLAS GOLD & SILVER EXCHANGE INC /NV/,DGSE,Form 4,Consumer Services,12363675.7552,Company
INSTEEL INDUSTRIES INC,IIIN,Form 4,Capital Goods,400415444.11,Company
"Pilgrim Bancshares, Inc.",PLRM,Form 4,unknown,,Company
WestRock Co,WRK,Form 4,Consumer Durables,10107653801.22,Company
ALLMERICA FINANCIAL CORP,AFC,Form 4,unknown,,Company
"County Bancorp, Inc.",ICBK,Form 4,Finance,118872637.5,Company
Nuveen Long/Short Commodity Total Return Fund,CTF,Form 4,unknown,,Company
"CSW INDUSTRIALS, INC.",CSWI,Form 4,Basic Industries,859990289.04,Company
INSULET CORP,PODD,Form 4,Health Care,5674777999.89,Company
"Natural Grocers by Vitamin Cottage, Inc.",NGVC,Form 4,Consumer Services,294648052.4,Company
Tornier N.V.,TRNX,Form 4,Technology,6839011.44,Company
Wave Life Sciences Ltd.,WVE,Form 4,Health Care,1597113271.26,Company
"Alexander & Baldwin, Inc.",ALEX,Form 4,Consumer Services,1675418382.12,Company
INSITUFORM TECHNOLOGIES INC,INSU,Form 4,unknown,,Company
PXRE GROUP LTD,PXT,Form 4,unknown,,Company
NEKTAR THERAPEUTICS,NKTR,Form 4,Health Care,6556773925.94,Company
"Parsley Energy, Inc.",PE,Form 4,Energy,5786296870.41,Company
"GenMark Diagnostics, Inc.",GNMK,Form 4,Health Care,400954217.5,Company
CHARLES RIVER ASSOCIATES INC,CRAI,Form 4,Miscellaneous,395432406.08,Company
"Cheniere Energy Partners, L.P.",CQP,Form 4,Public Utilities,20754311194.24,Company
RELIANCE STEEL & ALUMINUM CO,RS,Form 4,Basic Industries,5942451891.06,Company
"City Office REIT, Inc.",CIO,Form 4,Consumer Services,450809637.0,Company
COORS ADOLPH CO,RKY,Form 4,unknown,,Company
ENTELLUS MEDICAL INC,ENTL,Form 4,unknown,,Company
"Spirit Airlines, Inc.",SAVE,Form 4,Transportation,3742378070.29,Company
"3PEA INTERNATIONAL, INC.",TPNL,Form 4,Miscellaneous,357280000.0,Company
MADDEN STEVEN LTD,SHOO,Form 4,unknown,,Company
STAAR SURGICAL COMPANY,STAA,Form 4,Health Care,1647638011.39,Company
SENSIENT TECHNOLOGIES CORP,SXT,Form 4,Basic Industries,2795953869.5,Company
Nuveen Energy MLP Total Return Fund,JMF,Form 4,unknown,,Company
"Burlington Stores, Inc.",BURL,Form 4,Consumer Services,9666966508.77,Company
HEALTHCARE ACQUISITION CORP,HAQ,Form 4,unknown,,Company
VORNADO REALTY TRUST,VNO,Form 4,Consumer Services,13162192270.92,Company
Altisource Asset Management Corp,AAMC,Form 4,Finance,56493414.2,Company
GAYLORD ENTERTAINMENT CO /DE,GET,Form 4,unknown,,Company
EDGEWATER TECHNOLOGY INC/DE/,EDGW,Form 4,unknown,,Company
SCS TRANSPORTATION INC,SCST,Form 4,unknown,,Company
ACETO CORP,ACET,Form 4,Health Care,6211069.257999999,Company
TIFFANY & CO,TIF,Form 4,Consumer Services,11769170798.0,Company
MAGELLAN HEALTH SERVICES INC,MGLN,Form 4,Health Care,1529547114.06,Company
NEWPARK RESOURCES INC,NR,Form 4,Energy,774558762.12,Company
NETWORK 1 SECURITY SOLUTIONS INC,NSSI.PK,Form 4,unknown,,Company
LIFETIME HOAN CORP,LCUT,Form 4,Capital Goods,192672742.72,Company
BANCORPSOUTH INC,BXS,Form 4,unknown,,Company
FMSA HOLDINGS INC,FMSA,Form 4,unknown,,Company
ANSYS INC,ANSS,Form 4,Technology,15146784220.68,Company
Actavis plc,ACT,Form 4,unknown,,Company
NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,NMZ,Form 4,unknown,,Company
LITHIA MOTORS INC,LAD,Form 4,Consumer Durables,2069398569.0,Company
NUVEEN OHIO QUALITY INCOME MUNICIPAL FUND INC,NUO,Form 4,unknown,,Company
NGL Energy Partners LP,NGL,Form 4,Energy,1652129190.36,Company
TERADATA CORP /DE/,TDC,Form 4,Technology,5640957000.0,Company
First Savings Financial Group Inc,(FSFG),Form 4,unknown,,Company
NASDAQ STOCK MARKET INC,NDAQ,Form 4,Finance,14068974316.95,Company
ARKANSAS BEST CORP /DE/,ABFS,Form 4,unknown,,Company
UNIVERSAL AMERICAN CORP.,UAM,Form 4,unknown,,Company
SunEdison Semiconductor Ltd,SEMI,Form 4,unknown,,Company
ROCKWELL  AUTOMATION INC,ROK,Form 4,Capital Goods,21685275432.4,Company
United Community Bancorp,UCBA,Form 4,unknown,,Company
Atlas Therapeutics Corp,MVNP,Form 4,unknown,,Company
EAST WEST BANCORP INC,EWBC,Form 4,Finance,7650677022.45,Company
"CAPSTONE FINANCIAL GROUP, INC.",CAPP,Form 4,unknown,,Company
MARCUS CORP,MCS,Form 4,Consumer Services,1264315586.4,Company
DELTIC TIMBER CORP,DEL,Form 4,unknown,,Company
TEAM INC,TMI,Form 4,unknown,,Company
"HFF, Inc.",HF,Form 4,Consumer Services,1787147208.3,Company
PEOPLES FINANCIAL SERVICES CORP/,PFIS,Form 4,Finance,329553865.16,Company
FORGENT NETWORKS  INC,FORG,Form 4,unknown,,Company
MEDICINES CO /DE,MDCO,Form 4,Health Care,1971993995.1,Company
SANFILIPPO JOHN B & SON INC,JBSS,Form 4,unknown,,Company
SOHU COM INC,SOHU,Form 4,Technology,725431247.3,Company
COGNEX CORP,CGNX,Form 4,Capital Goods,9101898270.72,Company
MARVELL TECHNOLOGY GROUP LTD,MRVL,Form 4,Technology,12944206000.0,Company
METTLER TOLEDO INTERNATIONAL INC/,MTD,Form 4,Capital Goods,17107473768.15,Company
INTERCEPT PHARMACEUTICALS INC,ICPT,Form 4,Health Care,3234850851.44,Company
Oxford Resource Partners LP,OXF,Form 4,unknown,,Company
CHEVRONTEXACO CORP,CVX,Form 4,Energy,236880824289.2,Company
TRIMBLE NAVIGATION LTD /CA/,TRMB,Form 4,Capital Goods,9954932867.18,Company
HORACE MANN EDUCATORS CORP /DE/,HMN,Form 4,Finance,1551326193.85,Company
GRANITE CONSTRUCTION INC,GVA,Form 4,Basic Industries,2178341417.24,Company
OVERSEAS SHIPHOLDING GROUP INC,OSG,Form 4,Transportation,156944361.5,Company
International Stem Cell CORP,ISCO,Form 4,unknown,,Company
DENNYS CORP,DNYY,Form 4,unknown,,Company
"Global Cash Access Holdings, Inc.",GCA,Form 4,unknown,,Company
WILLIS LEASE FINANCE CORP,WLFC,Form 4,Consumer Durables,261706863.15,Company
COMMUNITY TRUST BANCORP INC /KY/,CTBI,Form 4,Finance,739667394.39,Company
RLJ Lodging Trust,RLJ,Form 4,Consumer Services,3157657984.44,Company
GENERAC HOLDINGS INC.,GNRC,Form 4,Consumer Durables,3286656950.9,Company
GROUP 1 AUTOMOTIVE INC,GPI,Form 4,Consumer Durables,1137109884.0,Company
NANOPHASE TECHNOLOGIES CORPORATION,NANX,Form 4,unknown,,Company
KLA TENCOR CORP,KLAC,Form 4,Capital Goods,19129046917.44,Company
PENNANTPARK INVESTMENT CORP,PNNT,Form 4,unknown,,Company
VARIAN MEDICAL SYSTEMS INC,VAR,Form 4,Health Care,12352095377.49,Company
Booz Allen Hamilton Holding Corp,BAH,Form 4,Consumer Services,7848777931.15,Company
EATON VANCE CORP,EV,Form 4,Finance,4777227076.68,Company
MYERS INDUSTRIES INC,MYE,Form 4,unknown,,Company
UTAH MEDICAL PRODUCTS INC,UTMD,Form 4,Health Care,317030031.0,Company
A. H. Belo CORP,AHC,Form 4,Consumer Services,78995953.55,Company
TOOTSIE ROLL INDUSTRIES INC,TR,Form 4,unknown,,Company
Apollo Global Management LLC,APO,Form 4,Finance,11660664037.92,Company
OGE ENERGY CORP,OGE,Form 4,Public Utilities,8546545758.85,Company
Northern Power Systems Corp.,NPS,Form 4,unknown,,Company
AUTOZONE INC,AZO,Form 4,Consumer Services,23474995640.0,Company
VENTAS INC,VTR,Form 4,Consumer Services,22657798140.72,Company
Territorial Bancorp Inc.,TBNK,Form 4,Finance,261405380.5,Company
DRYCLEAN USA INC,DCU,Form 4,unknown,,Company
1 800 FLOWERS COM INC,FLWS,Form 4,Consumer Services,1156132349.76,Company
AMR CORP,AMR,Form 4,Energy,139249388.3576,Company
"American Assets Trust, Inc.",AAT,Form 4,Consumer Services,2186438423.4,Company
CONTANGO OIL & GAS CO,MCF,Form 4,Energy,117510093.84,Company
GALLAGHER ARTHUR J & CO,AJG,Form 4,Finance,14551783600.0,Company
OMEGA PROTEIN CORP,OME,Form 4,unknown,,Company
"U.S. SILICA HOLDINGS, INC.",SLCA,Form 4,Basic Industries,1125820068.39,Company
"Wesco Aircraft Holdings, Inc",WAIR,Form 4,Capital Goods,793986645.36,Company
"Prudential Global Short Duration High Yield Fund, Inc.",GHY,Form 4,unknown,,Company
STERICYCLE INC,SRCL,Form 4,Basic Industries,4469851823.36,Company
"GoPro, Inc.",GPRO,Form 4,Miscellaneous,922530579.2,Company
UNIVERSAL BIOSENSORS INC,UBI,Form 4,unknown,,Company
BROOKS AUTOMATION INC,BRKS,Form 4,Technology,2135189228.46,Company
ENERNOC INC,ENOC,Form 4,unknown,,Company
MGE ENERGY INC,MGEE,Form 4,Energy,2258297621.8,Company
PAULSON CAPITAL CORP,PLCC,Form 4,unknown,,Company
FORD MOTOR CO,F,Form 4,Capital Goods,33937046316.61,Company
NAVIGATORS GROUP INC,NAVG,Form 4,Finance,2082521805.12,Company
UMPQUA HOLDINGS CORP,UMPQ,Form 4,Finance,3876104572.62,Company
JACOBS ENGINEERING GROUP INC /DE/,JEC,Form 4,Basic Industries,10222399819.31,Company
KIRKLANDS INC,KIRK,Form 4,Consumer Services,154228479.3,Company
FORRESTER RESEARCH INC,FORR,Form 4,Consumer Services,900850230.0,Company
MIDSOUTH BANCORP INC,MSL,Form 4,Finance,185214519.21,Company
TRICO BANCSHARES /,TCBK,Form 4,Finance,1215747795.24,Company
DYNAMIC MATERIALS CORP,BOOM,Form 4,Capital Goods,675846242.9,Company
EXTERRAN HOLDINGS INC.,EXH,Form 4,unknown,,Company
MDU RESOURCES GROUP INC,MDU,Form 4,Basic Industries,5047415132.76,Company
Eaton Vance Municipal Income Term Trust,ETX,Form 4,unknown,,Company
TUCOWS INC /PA/,TCOW,Form 4,unknown,,Company
Lipocine Inc.,LPCN,Form 4,Health Care,48474264.44,Company
CACI INTERNATIONAL INC /DE/,CAI,Form 4,Technology,435995471.6,Company
ACME UNITED CORP,ACU,Form 4,Capital Goods,57644633.71,Company
PDF SOLUTIONS INC,PDFS,Form 4,Technology,407627478.09,Company
HERITAGE PROPANE PARTNERS L P,HPG,Form 4,unknown,,Company
JACK IN THE BOX INC /NEW/,JBX,Form 4,unknown,,Company
Tableau Software Inc,DATA,Form 4,Technology,11171398777.11,Company
CATHAY GENERAL BANCORP,CATY,Form 4,Finance,2938260834.48,Company
RITCHIE BROS AUCTIONEERS INC,RBA,Form 4,Miscellaneous,3683101609.88,Company
FIRST NATIONAL COMMUNITY BANCORP INC,FNCB,Form 4,Finance,153428320.43,Company
GSI TECHNOLOGY INC,GSIT,Form 4,Technology,173046051.55,Company
HIBBETT SPORTING GOODS INC,HIBB,Form 4,Consumer Services,338102371.12,Company
"Versum Materials, Inc.",VSM,Form 4,Basic Industries,5349719537.41,Company
SUPERCONDUCTIVE COMPONENTS INC,SCCI.OB,Form 4,unknown,,Company
ACCELR8 TECHNOLOGY CORP,ACLY.OB,Form 4,unknown,,Company
PS BUSINESS PARKS INC/CA,PSB,Form 4,Consumer Services,4222793047.33,Company
IRONWOOD PHARMACEUTICALS INC,IRWD,Form 4,Health Care,2135651040.6,Company
TGC INDUSTRIES INC,TGCI,Form 4,unknown,,Company
FORTINET INC,FTNT,Form 4,Technology,14275212915.86,Company
MRC GLOBAL INC.,MRC,Form 4,Capital Goods,1455598988.48,Company
QUANTUM CORP /DE/,DSS,Form 4,Consumer Durables,23034649.81,Company
ICU MEDICAL INC/DE,ICUI,Form 4,Health Care,4816023078.06,Company
WOODWARD GOVERNOR CO,WGOV,Form 4,unknown,,Company
MARINEMAX INC,HZO,Form 4,Consumer Services,434587767.46,Company
PRG SCHULTZ INTERNATIONAL INC,PRGX,Form 4,Consumer Services,196969291.14,Company
"Smart Sand, Inc.",SND,Form 4,Basic Industries,123563336.49,Company
ELOYALTY CORP,ELOY,Form 4,unknown,,Company
CARRIZO OIL & GAS INC,CRZO,Form 4,Energy,1036309716.78,Company
INSTRUCTURE INC,INST,Form 4,Technology,1566934493.36,Company
"Civitas Solutions, Inc.",CIVI,Form 4,unknown,,Company
"Dr Pepper Snapple Group, Inc.",DPS,Form 4,unknown,,Company
INFINITE GROUP INC,IMCI,Form 4,unknown,,Company
FOOT LOCKER INC,FL,Form 4,Consumer Services,6739545059.4,Company
SELAS CORP OF AMERICA,SLS,Form 4,Health Care,28414154.04,Company
LANCE INC,LNCE,Form 4,unknown,,Company
OMNICOMM SYSTEMS INC,OMCM,Form 4,unknown,,Company
INNOVATIVE INDUSTRIAL PROPERTIES INC,IIPR,Form 4,Finance,761241546.0,Company
URANIUM RESOURCES INC /DE/,URIX,Form 4,unknown,,Company
GUESS INC ET AL/CA/,GES,Form 4,unknown,,Company
HECLA MINING CO/DE/,HL,Form 4,Basic Industries,1168830359.84,Company
Wayfair Inc.,W,Form 4,Consumer Services,15371004116.16,Company
UNITED NATURAL FOODS INC,UNFI,Form 4,unknown,,Company
BEST BUY CO INC,BBY,Form 4,Consumer Services,18393092241.15,Company
BlackRock Municipal Target Term Trust,BTT,Form 4,unknown,,Company
CASS INFORMATION SYSTEMS INC,CASS,Form 4,Miscellaneous,727041754.42,Company
MULTI COLOR CORP,LABL,Form 4,Miscellaneous,1029564336.32,Company
"Altra Holdings, Inc.",AIMC,Form 4,Capital Goods,2070403281.6,Company
SUBURBAN PROPANE PARTNERS LP,SPH,Form 4,Consumer Services,1354133248.92,Company
"Eldorado Resorts, Inc.",ERI,Form 4,Consumer Services,3596034124.08,Company
"Great Western Bancorp, Inc.",GWB,Form 4,Finance,1994553378.05,Company
CINCINNATI FINANCIAL CORP,CINF,Form 4,Finance,13856238930.96,Company
"GLOBAL BRASS & COPPER HOLDINGS, INC.",BRSS,Form 4,Capital Goods,713536409.88,Company
FULLNET COMMUNICATIONS INC,OECI9#VS,Form 4,unknown,,Company
ROYCE VALUE TRUST INC,RVT,Form 4,unknown,,Company
ROYCE MICRO CAP TRUST INC /MD/,OTCM,Form 4,unknown,,Company
Corning Natural Gas Holding Corp,CNIG,Form 4,unknown,,Company
FIRST DEFIANCE FINANCIAL CORP,FDEF,Form 4,Finance,620078581.2,Company
ABERCROMBIE & FITCH CO /DE/,ANF,Form 4,Consumer Services,1770247710.0,Company
OCTEL CORP,OTL,Form 4,unknown,,Company
FULTON FINANCIAL CORP,FULT,Form 4,Finance,2777603400.0,Company
"Generic Marketing Services, Inc.",GMKG,Form 4,unknown,,Company
